time,value
1524193000,85.450239
1524193000,86.265741
1524193000,88.4275
1524194000,96.81238
1524194000,96.223655
1524194000,90.733065
1524194000,87.814732
1524195000,82.429225
1524195000,83.126303
1524195000,80.962662
1524196000,80.205929
1524196000,80.781977
1524196000,81.27696
1524196000,82.985529
1524197000,86.806858
1524197000,89.244868
1524197000,92.050838
1524198000,88.363354
1524198000,82.428484
1524198000,84.42915
1524199000,79.243458
1524199000,76.877903
1524199000,75.236614
1524200000,80.137847
1524200000,82.060062
1524200000,78.290738
1524200000,78.168062
1524201000,68.839652
1524201000,74.39982
1524201000,80.280287
1524202000,76.258322
1524202000,77.158408
1524202000,82.330241
1524202000,85.349216
1524203000,84.60327
1524203000,79.625798
1524203000,80.076907
1524204000,79.730961
1524204000,79.144295
1524204000,74.962207
1524205000,74.267254
1524205000,78.814927
1524205000,71.641783
1524206000,74.024559
1524206000,74.74729
1524206000,85.877942
1524206000,92.39202
1524207000,98.627635
1524207000,99.113516
1524207000,98.840327
1524208000,93.910229
1524208000,96.042195
1524208000,96.051564
1524208000,99.721914
1524209000,100.278963
1524209000,109.088605
1524209000,112.434222
1524210000,118.650674
1524210000,120.447341
1524210000,126.010978
1524211000,126.374524
1524211000,118.642585
1524211000,131.162604
1524212000,137.349225
1524212000,139.295118
1524212000,147.068041
1524212000,147.850682
1524213000,148.063735
1524213000,149.142754
1524213000,151.090023
1524214000,154.238261
1524214000,158.654756
1524214000,160.795161
1524214000,164.449302
1524215000,165.907428
1524215000,168.921128
1524215000,172.780078
1524216000,174.882111
1524216000,174.337343
1524216000,163.874659
1524217000,164.238658
1524217000,177.909662
1524217000,178.869311
1524218000,183.390356
1524218000,180.611369
1524218000,181.129434
1524218000,171.053426
1524219000,183.09516
1524219000,179.080225
1524219000,178.888073
1524220000,184.542889
1524220000,182.853112
1524220000,180.251582
1524220000,166.561654
1524221000,178.403892
1524221000,178.444113
1524221000,177.119789
1524222000,170.317363
1524222000,172.437111
1524222000,171.8618
1524223000,174.912847
1524223000,174.439371
1524223000,170.170975
1524224000,168.926862
1524224000,168.295084
1524224000,171.937749
1524224000,168.826223
1524225000,168.431421
1524225000,166.510388
1524225000,165.256656
1524226000,160.363942
1524226000,164.268411
1524226000,161.256862
1524226000,162.358571
1524227000,163.802951
1524227000,156.858629
1524227000,158.167912
1524228000,158.913852
1524228000,157.299368
1524228000,154.657327
1524229000,152.941469
1524229000,150.804923
1524229000,143.667498
1524230000,152.552609
1524230000,149.584813
1524230000,151.070663
1524230000,151.587539
1524231000,151.719304
1524231000,148.686167
1524231000,141.805919
1524232000,141.917239
1524232000,137.541364
1524232000,145.256555
1524232000,146.1872
1524233000,146.256886
1524233000,142.316134
1524233000,143.86188
1524234000,140.316699
1524234000,141.617477
1524234000,141.554374
1524235000,142.497003
1524235000,141.169651
1524235000,141.673151
1524236000,138.326953
1524236000,135.606031
1524236000,141.432813
1524236000,143.305929
1524237000,142.066626
1524237000,140.584869
1524237000,131.908692
1524238000,132.005834
1524238000,127.332555
1524238000,133.288047
1524238000,134.130076
1524239000,140.354995
1524239000,131.907538
1524239000,132.592843
1524240000,130.642287
1524240000,118.119123
1524240000,126.687236
1524241000,125.892008
1524241000,129.383282
1524241000,126.954322
1524242000,129.198393
1524242000,127.880765
1524242000,126.652661
1524242000,125.756828
1524243000,124.686589
1524243000,123.591544
1524243000,127.743425
1524244000,127.980771
1524244000,129.214669
1524244000,129.149653
1524244000,128.182848
1524245000,126.281395
1524245000,125.487154
1524245000,125.462084
1524246000,122.704574
1524246000,127.495091
1524246000,126.52953
1524247000,129.325382
1524247000,128.050097
1524247000,128.887429
1524248000,128.762676
1524248000,139.247265
1524248000,131.81046
1524248000,131.838721
1524249000,136.288562
